Found,quasiharmonic,mode,:,phonon
T(K),volume,F(eV),S(J/K),H(J/K),a(-6/K),Cp(J/mol),Cv,Cpion,Bt(GPa),T_ph-D(K),T-D(K),F_el_atom,S_el_atom,C_el_atom,M_el,Seebeck_coefficients(10**-6,V/K),Lorenz_number(WOK^{-2}),Q_el,Q_p,Q_e,C_mu,W_p,W_e,Y_p,Y_e
1805,16.2163045342256,-5.456468213175839,74.37944566874872,-392214.2483184024,2.2565304426065446e-05,32.26271837462052,26.39773775953789,30.751483387782674,72.60418881539795,385.80492509896925,336.72737419041675,-0.01246622683564875,1.3759442146480438,1.5112349868378414,0.044889533368593935,26.963845733557626,2.7387809242948953e-08,0.04928177004874092,0.026426777480981906,0.02285498297670568,1.5513608165548303,0.02951870955368403,0.019763060495056883,0.0338283149139324,0.03382831491384132,0.5588218521967161,1.928692769635475
1810,16.2217998639412,-5.460283504009225,74.47015838335835,-392046.2806798088,2.2610668611215413e-05,32.29983952112435,26.404097934741678,30.78260641125164,72.46705368712053,385.6385156418229,336.52745791000723,-0.012541954316172483,1.3806568525359888,1.5172331098727094,0.04500270891896079,26.899038826016135,2.7404373855129733e-08,0.04944746375123167,0.026512829830520664,0.022934624327370395,1.5573012808737687,0.029613158106406048,0.019834305644825617,0.0339406090763103,0.03394060907621827,0.5568040369984788,1.9295454668660732
1815,16.227308135437458,-5.464104164911492,74.56073150690563,-391878.1774047269,2.2656341200775293e-05,32.33715219942429,26.41047254633602,30.813903376598915,72.32948560839665,385.4721680607313,336.3270708166012,-0.012617966864761779,1.3853782516486048,1.5232488228253733,0.045115223304136975,26.83401663271866,2.7420992267651974e-08,0.04961343284357586,0.026598985995639594,0.02301443725229488,1.5632580920400103,0.0297076732701045,0.01990575957347137,0.034053071040754994,0.034053071040662686,0.5547968700793655,1.9304001430302666
1820,16.232829436151235,-5.467930191881189,74.65116639298388,-391709.9377374013,2.270232573499596e-05,32.374658406486894,26.41686167395205,30.845376236350543,72.19148165879108,385.3058833096943,336.1262097293061,-0.012694265334349614,1.390108462545762,1.5292821701363495,0.045227071013754616,26.76878231274563,2.743766345712655e-08,0.04977967915237397,0.026685246734208468,0.02309442282020961,1.5692313046152635,0.029802255524833836,0.019977423627540132,0.03416570190790999,0.034165701907818063,0.552800260611641,1.9312568098003522
1825,16.23836385453318,-5.471761581018604,74.74146439021366,-391541.56091389636,2.2748625829963068e-05,32.41236017355518,26.42326539701625,30.877026977031846,72.05303881481626,385.1396623327678,335.92487143034884,-0.012770850585113474,1.3948475360219021,1.5353331965233334,0.0453382465019863,26.703339034343784,2.745438640871266e-08,0.04994620451483228,0.026771612809607107,0.02317458210494091,1.5752209735397624,0.029896905357890774,0.020049299156941515,0.03427850278653289,0.034278502786440554,0.5508141188370154,1.9321154787969819
1830,16.24391148004789,-5.47559832852614,74.83162684233548,-391373.0461620876,2.2795245138761278e-05,32.45025955299811,26.429683794775073,30.90885760599848,71.91415403772423,384.9735060698563,335.72305266506953,-0.01284772348459926,1.3995955231100807,1.5414019469996356,0.04544874418691636,26.637689975036768,2.7471160116286695e-08,0.0501130107788312,0.026858084990758153,0.023254916185446353,1.5812271541498335,0.029991623272711362,0.020121387506119828,0.03439147479355641,0.03439147479346482,0.5488383567041695,1.9329761605356128
1835,16.249472403202848,-5.479440430708478,74.92165508839548,-391204.39270145766,2.2842187395706638e-05,32.488358642621165,26.4361169463278,30.940870175724367,71.77482428436034,384.8074154475803,335.5207501408686,-0.012924884907774756,1.404352475088931,1.547488466896797,0.045558558449744074,26.57183832161068,2.7487983582626132e-08,0.05028009980309514,0.02694466405221024,0.023335426145901533,1.5872499021993591,0.03008640977012159,0.02019369003297355,0.03450461905422181,0.034504619054129895,0.5468728853908386,1.9338388683996774
1840,16.25504671555646,-5.483287883972918,75.01155046286671,-391035.59974302433,2.28894563739949e-05,32.526659557951895,26.44256493065162,30.973066756067716,71.63504644196068,384.64139138709993,335.3179605269149,-0.013002335737127692,1.4091184434876645,1.553592801884181,0.04566768363410413,26.505787270186453,2.7504855819573162e-08,0.050447473457293904,0.02703135077418508,0.023416113075754356,1.5932892738784057,0.030181265350937465,0.02026620810635644,0.0346179367021598,0.03461793670206823,0.5449176186640641,1.934703613206173
1845,16.2606345097405,-5.487140684829647,75.10131429580947,-390866.6664891843,2.2937055929775013e-05,32.56516446051866,26.449027826631795,31.00544946252807,71.4948173864974,384.475434800021,335.1146804533289,-0.013080076862748573,1.4138934800926108,1.559714997990588,0.04577611404526229,26.43954002622894,2.7521775848200755e-08,0.05061513362219838,0.027118145942653826,0.023496978069804372,1.5993453258337411,0.03027619052022883,0.020338943101969556,0.03473142887951438,0.03473142887942136,0.5429724696454781,1.9355704084190128
1850,16.26623587947555,-5.490998829892086,75.19094791301433,-390697.5921335929,2.298498995840432e-05,32.60387552934315,26.455505713089543,31.038020427718035,71.35413391974696,384.3095465893827,334.9109065106207,-0.013158109182412735,1.4186776369531586,1.565855101625114,0.04588384394938709,26.373099804585735,2.7538742698973666e-08,0.05078308218981425,0.027205050349397818,0.0235780222282757,1.605418115188665,0.03037118579459237,0.020411896395221875,0.034845096737042995,0.03484509673695209,0.5410373541771596,1.9364392646571027
1855,16.27185091958568,-5.494862315877182,75.28045263613382,-390528.375861054,2.3033262428571642e-05,32.64279498393205,26.461998668810068,31.070781824334404,71.21299282615773,384.14372764827925,334.7066352491564,-0.013236433601677788,1.4234709663877796,1.5720131595976472,0.045990867572710065,26.3064698295304,2.7555755411896872e-08,0.05095132106352014,0.027292064792079625,0.02365924665688425,1.6115076995624908,0.03046625169331215,0.020485069370207984,0.03495894143423346,0.034958941434142195,0.5391121881478393,1.937310194021062
1860,16.27747972602082,-5.49873113960582,75.3698297828481,-390359.01684735616,2.3081877373558186e-05,32.68192508095217,26.468506772571068,31.103735861811526,71.07139088634801,383.9779788609993,334.5018631783444,-0.013315051033979298,1.4282735209908324,1.5781892191406448,0.04609717910076047,26.239653334765194,2.7572813036669146e-08,0.05111985215823167,0.027379190074315236,0.02374065246692943,1.6176141370912112,0.030561388737074105,0.020558463421157573,0.03507296413941999,0.03507296413932852,0.5371968877772146,1.9381832096319525
1865,16.28312239587252,-5.502605298003155,75.45908066699762,-390189.51425915543,2.3130838903971318e-05,32.72126811352911,26.475030103171008,31.13688478559911,70.92932478926738,383.81230110131344,334.29658676606147,-0.013393962400698668,1.4330853536389094,1.5843833279299986,0.04620277267751096,26.17265356345877,2.7589914632824926e-08,0.05128867740055072,0.027466427005747925,0.02382224077536963,1.623737486447338,0.030656597448445677,0.02063207995210504,0.035187166029903606,0.035187166029811784,0.535291370471049,1.9390583242104864
1870,16.288779027398334,-5.5064847880989625,75.54820659875146,-390019.867253791,2.31801511893718e-05,32.76082640901605,26.4815687394579,31.170230874909024,70.7867912195119,383.6466952320933,334.0908024377659,-0.01347316863130061,1.4379065174981105,1.5905955341070286,0.04630764240451648,26.10547376823991,2.7607059269875453e-08,0.051457798728946486,0.02755377640213222,0.02390401270491934,1.6298778068607735,0.03075187836069896,0.020705920368247525,0.035301548292086184,0.03530154829199487,0.5333955543663053,1.9399355508068576
1875,16.29444972003278,-5.510369607028168,75.63720888472639,-389850.0749792047,2.3229818458518e-05,32.80060232232098,26.488122760355278,31.203776436022295,70.64378678026635,383.48116210846035,333.88450657609894,-0.013552670663397121,1.4427370660301115,1.5968258862986855,0.04641178234006907,26.038117211255123,2.7624246027437566e-08,0.05162721809389521,0.027641239085401136,0.02398596938412158,1.6360351581380483,0.03084723201217386,0.02077998608172135,0.03541611212158109,0.03541611212148902,0.531509359626328,1.940814900617959
1880,16.300134574412386,-5.514259752031166,75.72608882815241,-389680.1365737495,2.3279845023417496e-05,32.8405982582248,26.494692244892835,31.237523824584965,70.50030809746465,383.3157025714895,333.6776955199736,-0.01363246944285272,1.4475770529997316,1.6030744336398395,0.04651518649830785,25.97058716416024,2.764147399536774e-08,0.05179693745807164,0.027728815883753637,0.02406811194745191,1.6422096006834803,0.030942658944002006,0.02085427851406964,0.035530858723352036,0.03553085872326053,0.5296327055738422,1.9416963877499673
1885,16.305833692393566,-5.518155220454354,75.81484772901086,-389510.05116606463,2.333023526687781e-05,32.8808166561208,26.50127727223214,31.271475430326383,70.35635172265913,383.1503174542606,333.47036556392425,-0.013712565923905136,1.4524265324819305,1.609341225794411,0.04661784884829126,25.902886908146208,2.7658742273882922e-08,0.05196695879652172,0.02781650763173792,0.02415044153540787,1.6484011955192746,0.03103815969785382,0.020928799098667905,0.035645789311846914,0.035645789311755785,0.5277655129733997,1.942580025404303
1890,16.311547177076584,-5.522056009750523,75.90348688419866,-389339.81787488575,2.338099365322471e-05,32.92125999513235,26.507877921696586,31.3056336821548,70.21191412551163,382.98500757648156,333.26251295723483,-0.013792961069240727,1.4572855588695117,1.6156263129775568,0.04671976331306939,25.835019733935574,2.7676049973683608e-08,0.05213728409685914,0.02790431517034101,0.0242329592946159,1.6546100043066008,0.031133734825849343,0.021003549271009794,0.03576090511114023,0.03576090511105067,0.5259077036772536,1.9434658264396758
1895,16.317275132823575,-5.525962117479423,75.99200758766447,-389169.43580891646,2.3432124698398056e-05,32.96193078756324,26.514494272798338,31.34000104158631,70.06699180180598,382.8197737467894,333.0541339032833,-0.01387365585012975,1.4621541868803751,1.6219297459769304,0.0468209237687193,25.766988941809103,2.7693396216065888e-08,0.052307915359447205,0.027992239347075586,0.02431566637792644,1.6608360893658367,0.03122938488599447,0.02107853047345273,0.03587620735507213,0.035876207354982016,0.5240592003850513,1.9443538037544328
1900,16.32301766527816,-5.5298735413082625,76.08041113055324,-388998.9040666771,2.348363302384347e-05,33.00283159677159,26.52112640526559,31.374580020597378,69.92158114466761,382.65461676287686,332.845224558828,-0.013954651246526378,1.4670324715650016,1.6282515761742173,0.046921324043406404,25.698797841623314,2.7710780133030986e-08,0.05247885459758845,0.028080281016065363,0.02439856394451807,1.6670795136970527,0.03132511044007484,0.02115374415751361,0.03599169728738447,0.035991697287293636,0.5222199261613721,1.9452439710921816
1905,16.328774881395567,-5.533790279012205,76.16869880138411,-388828.2217362834,2.3535523317956197e-05,33.043965027994844,26.527774399072985,31.409373172426513,69.77567857407502,382.4895374072803,332.63578103291223,-0.014035948247139253,1.4719204683151943,1.6345918555683316,0.04702095791632188,25.630449752782305,2.7728200867396836e-08,0.05265010383775861,0.02816844103815503,0.0244816531600216,1.6733403410020682,0.03142091204638688,0.021229191791371733,0.03610737616189362,0.036107376161802276,0.520389804280598,1.9461363433057806
1910,16.33454688945561,-5.5377123284749725,76.2568718861697,-388657.3878953422,2.358780035373541e-05,33.08533372492657,26.534438334466525,31.44438308813062,69.62928039447657,382.32453645289195,332.4257993863913,-0.014117547849632428,1.4768182328711494,1.6409506367959508,0.04711981911670991,25.56194800428917,2.7745657572891947e-08,0.05282166511978262,0.02825672028099109,0.024564935196615248,1.679618635704033,0.031516790277070994,0.021304874842711628,0.036223245242620376,0.03622324524253041,0.5185687597467451,1.947030933743236
1915,16.34033379909396,-5.541639687689421,76.34493166859674,-388486.4016107241,2.3640468968686158e-05,33.12694036637709,26.54111829199381,31.479612393222077,69.48238287957476,382.15961465855105,332.21527563079565,-0.01419945106064453,1.481725821330573,1.6473279731550163,0.04721790132275936,25.49329593471534,2.7763149414259297e-08,0.05299354049708206,0.02834511961913709,0.024648411233156815,1.6859144629697869,0.03161274571097428,0.021380794786107778,0.03633930580397089,0.03633930580388171,0.5167567189367774,1.9479277548155067
1920,16.34613572131336,-5.545572354758126,76.43287943013769,-388315.2619384639,2.3693534104632017e-05,33.16878769094965,26.54781435253007,31.51506377232464,69.33498229862421,381.99477276877866,332.0042057279225,-0.014281658895971282,1.486643290155786,1.653723918625005,0.04731519816060758,25.424496892263182,2.7780675567339235e-08,0.053165732036853215,0.028433639934154167,0.024732082455281232,1.6922278887292295,0.031708778932208775,0.021456953104644447,0.03645555913086605,0.036455559130776895,0.5149536073311491,1.9488268218981286
1925,16.351952768526353,-5.549510327894037,76.52071645026643,-388143.96792346344,2.3747000807302106e-05,33.210878488913814,26.554526597308325,31.550739961021577,69.18707483071077,381.8300115159253,331.79258558828167,-0.014364172380678672,1.4915706961843174,1.6601385278922371,0.047411703203134176,25.355554234682213,2.77982352191712e-08,0.0533382418203662,0.02852228211473845,0.02481595005556217,1.6985589796993577,0.03180489051972683,0.021533351300639353,0.036572006518954425,0.036572006518864504,0.5131593510175108,1.9497281507521105
1930,16.357785054564136,-5.553453605421108,76.60844400656208,-387972.5185994023,2.3800874157666323e-05,33.253215568910775,26.561255107945854,31.58664371254087,69.03865661951711,381.6653316166092,331.58041107077315,-0.014446992549206967,1.4965080966360336,1.6665718563699061,0.04750740996891935,25.286471329348576,2.7815827568066474e-08,0.053511071943144466,0.02861104705680286,0.02490001523361002,1.7049078034034515,0.03190108106690755,0.021609990876236926,0.03668864927474425,0.03668864927465574,0.5113738791118464,1.950631753277172
1935,16.363632694704876,-5.557402185774996,76.69606337487626,-387800.9129885289,2.3855159368680028e-05,33.29580181096311,26.56799996647207,31.622777850741773,68.88972376141305,381.5007337735538,331.36767798165727,-0.014530120445489285,1.5014555491224844,1.6730239602213341,0.0476023119210434,25.217251553256602,2.783345182369224e-08,0.05368422451522174,0.028699935663596625,0.02498427919620899,1.71127442819327,0.03199735117472066,0.02168687334050108,0.03680548871579113,0.03680548871570393,0.5095971194447176,1.9515376449935993
1940,16.369495805706784,-5.561356067503748,76.78357582951227,-387629.15010142257,2.3909861761322296e-05,33.33864015309887,26.574761255357696,31.659145256715163,68.7402723034372,381.3362186754017,331.1543820733514,-0.014613557123126768,1.5064131116568729,1.679494896383708,0.047696402465878245,25.147898292984166,2.7851107207149663e-08,0.0538577016614207,0.028788948845830623,0.025068743157470614,1.7176589232716648,0.032093701450151495,0.021764000211269213,0.03692252617089327,0.036922526170806255,0.5078289998322356,1.9524458428555973
