Found,quasiharmonic,mode,:,phonon
T(K),volume,F(eV),S(J/K),H(J/K),a(-6/K),Cp(J/mol),Cv,Cpion,Bt(GPa),T_ph-D(K),T-D(K),F_el_atom,S_el_atom,C_el_atom,M_el,Seebeck_coefficients(10**-6,V/K),Lorenz_number(WOK^{-2}),Q_el,Q_p,Q_e,C_mu,W_p,W_e,Y_p,Y_e
1000,15.45787580704696,-4.903567792534294,56.830591605594186,-416291.7754300125,1.7723459367793305e-05,27.842880654343382,25.461711658792808,27.108085245400694,90.47946118897808,417.91615927361556,367.81186140829175,-0.0035474260769670454,0.7001217743998573,0.734795408942691,0.021357236020748325,32.398487738949235,2.6063025936648753e-08,0.025179853022325983,0.013532931968474006,0.011646911735893953,0.7643884821682483,0.014970691808170828,0.010209161214155148,0.017350268447352424,0.01735026844730648,1.138763506203052,1.8111337039006314
1005,15.461988313680491,-4.906473572010523,56.969658711542,-416148.2251283383,1.7744636952093565e-05,27.86506026121996,25.468046048706398,27.126247028702892,90.38816261113443,417.73838815328634,367.64157143955174,-0.0035846913929813142,0.7039715787313922,0.7388132325170649,0.021517534852050168,32.411195828461814,2.6062422259202052e-08,0.02531812158982098,0.013608578162205651,0.011709534108217842,0.7685921278106025,0.015057342428176567,0.010260779161644421,0.017445256738738,0.01744525673869145,1.1323153289465282,1.8117802911587237
1010,15.46610683371659,-4.909387086096325,57.10814640734659,-416004.61563622294,1.7765868706735432e-05,27.887256131267744,25.474350051229383,27.144420766687976,90.29666903246681,417.56032818732615,367.4710324688704,-0.003622166187462213,0.7078242971455425,0.7428353645797668,0.02167788720032947,32.42304469216013,2.6061859737694983e-08,0.025456504012215605,0.01368427510859298,0.011772219582785343,0.7727988877349649,0.015144049910958548,0.010312454101257057,0.017540320201389126,0.017540320201346223,1.1259312286313012,1.8124274259113935
1015,15.47023138406087,-4.9123083067231725,57.24606050427369,-415860.94703818235,1.7787155628880155e-05,27.90946938319513,25.480624459825886,27.16260746530921,90.20497979724537,417.38197934833795,367.3002437962231,-0.0036598506941784774,0.7116799405961168,0.7468619178859205,0.02183828820018188,32.434042350365594,2.6061341582916375e-08,0.025595000352073356,0.01376002262091167,0.011834968408884252,0.7770088624009431,0.015230813712085857,0.010364186639987505,0.01763545890100004,0.017635458900956434,1.119610245350478,1.81307511862375
1020,15.474361981877236,-4.9152372061245115,57.38340673348027,-415717.2194133545,1.7808498732780575e-05,27.931701129568523,25.48687005253813,27.18080812331309,90.11309426487068,417.203341582126,367.12920471088984,-0.003697745148115195,0.7155385206071494,0.7508930062554346,0.021998733014033742,32.444196724710125,2.6060870961559967e-08,0.02573361068260675,0.013835820519388626,0.01189778083950011,0.7812221535544897,0.015317633336717942,0.010415977345888807,0.017730672908798012,0.017730672908754238,1.11335143443217,1.8137233824822068
1025,15.478498644580153,-4.918173756831919,57.52019074749836,-415573.43283561006,1.7829899008354426e-05,27.95395246502773,25.493087592401004,27.199023720514123,90.02101177711407,417.0244148087751,366.9579144917753,-0.0037358497855219685,0.7194000492691482,0.7549287445136079,0.022159216831541227,32.45351563856058,2.6060450995044597e-08,0.02587233508784602,0.013911668631257229,0.01196065713142974,0.7854388641649834,0.015404508295978109,0.010467826791867915,0.017825962301620157,0.017825962301577097,1.1071538726416728,1.8143722284764445
1030,15.482641389836333,-4.921117931671265,57.65641812171875,-415429.58737361926,1.785135743832669e-05,27.976224470514108,25.499277827841887,27.217255222081228,89.92873163183646,416.84519892393024,366.7863724073393,-0.003774164843944837,0.7232645392354886,0.7589692484328799,0.022319734869059426,32.462006817476166,2.6060084758409045e-08,0.026011173662812796,0.013987566790810016,0.012023597545402184,0.7896590983635094,0.015491438069086249,0.010519735593726548,0.017921327161986227,0.017921327161943685,1.1010166560745887,1.8150216665851684
1035,15.486790235560816,-4.92406970375895,57.79209435581509,-415285.6830909437,1.7872875020023094e-05,27.998518222879714,25.505441493067575,27.235503588204743,89.83625320010556,416.665693798017,366.614577715759,-0.003812690562253232,0.7271320037183776,0.7630146346749703,0.022480282369106968,32.46967788971454,2.6059775279273017e-08,0.026150126513678495,0.014063514839444275,0.012086602346191517,0.7938829613815978,0.015578422178188334,0.010571704335490154,0.01801676757816374,0.018016767578120166,1.094938893698189,1.8156717103195696
1040,15.490945199924063,-4.927029046498167,57.927224875174815,-415141.72004608077,1.7894452731129778e-05,28.020834781859985,25.511579308436474,27.253769761125792,89.74357578412368,416.4858992767529,366.4425296646351,-0.003851427180718926,0.7310024564851061,0.7670650207341917,0.022640854599841928,32.47653638676673,2.6059525536863786e-08,0.026289193757932445,0.014139512625711908,0.01214967180273514,0.7981105594911884,0.015665460165555773,0.010623733592376677,0.018112283644240064,0.018112283644197633,1.0889197154194747,1.8163223703443347
1045,15.49510630133953,-4.929995933575368,58.06181503223986,-414997.6982925782,1.7916091534985815e-05,28.043175194032134,25.517691980816164,27.272054669151558,89.65069870016696,416.3058151820438,366.2702274915064,-0.0038903749409944905,0.7348759118533243,0.7711205248805735,0.02280144685449256,32.48258974395456,2.605933846110431e-08,0.026428375524514925,0.014215560005355244,0.012212806188230934,0.8023419999444895,0.015752551551139183,0.010675823973375742,0.01820787546017935,0.01820787546013854,1.0829582687222428,1.816973656660732
1050,15.499273558473158,-4.932970338956641,58.19587010787563,-414853.6178790711,1.7937792424499585e-05,28.065540504311098,25.52378020392957,27.2903592382063,89.55762123641924,416.12544131247046,366.0976704234567,-0.003929534086214175,0.7387523846870651,0.7751812661047993,0.022962054450836697,32.487845301042945,2.6059216931768368e-08,0.026567671953975722,0.014291656841352545,0.0122760057802504,0.8065773909157105,0.015839695866353934,0.010727976087621788,0.018303543131891743,0.018303543131851733,1.0770537136205631,1.817625582179096
1055,15.503446990239995,-4.935952236884229,58.329395312677775,-414709.4788493567,1.7959556357946606e-05,28.08793174009663,25.52984465868902,27.3086843760333,89.46434272028932,415.9447774430136,365.924857677255,-0.003968904860970332,0.74263189039206,0.7792473640633294,0.023122672730672086,32.492310302903654,2.605916377769635e-08,0.026707083198606624,0.014367803003951216,0.012339270860837855,0.8108168414430497,0.015926892680380236,0.010780190518226384,0.018399286771288586,0.018399286771248982,1.071205229045757,1.8182781575396212
1060,15.50762661580002,-4.938941601873153,58.462395788244365,-414565.281242477,1.7981384295860643e-05,28.110349918603195,25.53588601351731,27.32703097957923,89.37086240281002,415.76382332554,365.75178845952814,-0.004008487511366362,0.7465144449108704,0.7833189390239628,0.023283297059280193,32.49599190021162,2.605918177605992e-08,0.026846609422566302,0.014443998370698171,0.01240260171660503,0.8150604613711928,0.01601414155816593,0.01083246786440037,0.018495106496335543,0.01849510649629667,1.0654120106322655,1.8189313924821386
1065,15.511812454560932,-4.941938408707843,58.59487660843924,-414421.0250927728,1.8003277196680913e-05,28.1327960502622,25.54190492465858,27.34539993844896,89.27717961092253,415.58257868927484,365.5784619666456,-0.004048282285101252,0.7504000647182045,0.7873961118132418,0.02344392282489139,32.498897150178884,2.6059273651708463e-08,0.02698625080200989,0.014520242826472844,0.012465998638827564,0.8193083612957427,0.016101442044315455,0.010884808757694436,0.01859100243111052,0.018591002431073082,1.0596732669821074,1.819585298469928
1070,15.516004526176431,-4.944942632438816,58.72684278061453,-414276.71042994875,1.8025236029359222e-05,28.15527113817589,25.54790203647684,27.363792134412538,89.18329359197217,415.40104324149013,365.40487738479015,-0.004088289431429565,0.7542887668158704,0.7914790037633543,0.02360454543815079,32.501033017311755,2.605944207653449e-08,0.02712600752520516,0.01459653626351384,0.012529461923534591,0.8235606525071933,0.016188793730990143,0.010937213794215023,0.01868697470585459,0.01868697470581775,1.053988221797453,1.820239886772917
1075,15.520202850549724,-4.947954248379448,58.85829924682569,-414132.3372791184,1.8047261736564814e-05,28.17777617122942,25.55387798174686,27.382208434568,89.08920363387952,415.2192166667489,365.2310338898133,-0.004128509201256171,0.7581805687278638,0.7955677366614221,0.023765160331603995,32.50240637420932,2.6059689668937745e-08,0.027265879792650306,0.01467287858144538,0.01259299187160003,0.8278174469373949,0.01627619622007099,0.010989683572579324,0.018783023457023366,0.01878302345698673,1.0483561151614085,1.8208951671687996
1080,15.524407447824835,-4.950973232102856,58.98925088497434,-413987.9056609017,1.806935527891776e-05,28.200312134546312,25.55983338193128,27.400649701848323,88.99490897799646,415.0370986285559,365.0569306475948,-0.004168941847141855,0.7620754884947618,0.7996624326979864,0.02392576295917248,32.503024002394376,2.6060018993306182e-08,0.027405867817166238,0.014749269687292114,0.012656588788820084,0.8320788571052723,0.01636364908504956,0.011042218732116678,0.01887914882732505,0.01887914882728955,1.0427761998158158,1.8215511506086737
1085,15.528618338398921,-4.953999559438682,59.119702509997445,-413843.41559142765,1.8091517609049216e-05,28.222880004441954,25.56576884745201,27.419116790023992,88.90040889370744,414.8546887683658,364.8825668135326,-0.00420958762336285,0.7659735446689927,0.8037632144179633,0.024086348795617024,32.502892593156176,2.6060432559568046e-08,0.02754597182401772,0.014825709495510047,0.012720252986003502,0.8363449960650968,0.016451151933266538,0.011094819890751185,0.018975350965780652,0.018975350965746585,1.0372477422727118,1.822207848094801
1090,15.53283554290811,-4.957033206470155,59.24965887494692,-413698.8670824493,1.8113749659915444e-05,28.245480743575047,25.571684977949214,27.43761053890418,88.80570262481639,414.67198670658144,364.7079415331295,-0.004250446785922079,0.7698747563087527,0.807870204670866,0.02424691333603318,32.50201874844688,2.6060932822783855e-08,0.027686192050984076,0.01490219792798992,0.012783984779038794,0.8406159773541058,0.01653870439643617,0.011147487654547908,0.019071630027749188,0.019071630027716453,1.0317700253358932,1.8228652683852575
1095,15.537059082237935,-4.960074149530986,59.37912467211963,-413554.26014135283,1.813605239356773e-05,28.268115315962362,25.577582362533782,27.45613178939886,88.71078940527804,414.4889920424772,364.5330539415609,-0.004291519592595548,0.7737791429729866,0.8119835265635019,0.02440745209533002,32.500408981781845,2.606152218279929e-08,0.027826528748465324,0.01497873491408055,0.012847784488977106,0.8448919149426692,0.01662630608719584,0.01120022266126948,0.01916798617497991,0.01916798617494801,1.0263423413114066,1.8235234232029176
1100,15.541288977519885,-4.963122365202491,59.508104534122126,-413409.5947712279,1.8158426756019264e-05,28.29078467493741,25.583461580029763,27.474681371524937,88.61566849139001,414.3057043549,364.3579031638178,-0.0043328063029787894,0.7776867247156076,0.8161033034124722,0.02456796060772636,32.498069719174104,2.6062202983932063e-08,0.027966982179559022,0.015055320390596491,0.012911652442101422,0.849172923184338,0.01671395662223695,0.011253025557322072,0.019264419575645148,0.01926441957561525,1.0209639965893844,1.824182323326034
1105,15.54552525013272,-4.966177830310641,59.636603034925955,-413264.87097091007,1.818087369083007e-05,28.31348976487643,25.589323199210277,27.4932601061782,88.52033908141685,414.1221232015729,364.1824883146521,-0.004374307178487076,0.781597522079904,0.8202296586982321,0.024728434426216084,32.49500730009472,2.6062977514716497e-08,0.028107552620140943,0.015131954301830666,0.012975588969994532,0.853459116767538,0.016801655659283758,0.011305896960857178,0.019360930404381565,0.0193609304043512,1.0156343116910187,1.824841978282355
1110,15.549767921697981,-4.9692405219233,59.7646246908834,-413120.0887350512,1.820339411695839e-05,28.336231517445054,25.59516777902329,27.51186880142581,88.42480040556168,413.938248120501,364.0068084987628,-0.004416022482451322,0.7855115560925024,0.8243627160192427,0.024888869122110253,32.49122797845205,2.606384800767796e-08,0.02824824035892745,0.015208636599552518,0.013039594409603322,0.8577506106674161,0.016889402847113048,0.011358837511814403,0.019457518842311214,0.019457518842282473,1.0103526214182943,1.82550239595512
1115,15.55401701408113,-4.972310417347405,59.89217396173807,-412975.24805416225,1.8225989001493463e-05,28.3590108726775,25.600995868812475,27.53050827362952,88.32905169417639,413.75407862903506,363.83086281074856,-0.0044579524800755005,0.7894288482576404,0.828502599047979,0.025049260284481054,32.48673792359894,2.606481663916742e-08,0.02838904569754583,0.015285367243018357,0.013103669103298706,0.8620475200996474,0.016977197816783432,0.011411847880762396,0.019554185077082776,0.01955418507705458,1.0051182665607787,1.8261635892072015
1120,15.55827254940235,-4.975387494126154,60.01925525164061,-412830.348914619,1.8248659287564428e-05,28.381828755538493,25.606808008529374,27.549179324050694,88.2330921119416,413.56961422502906,363.65465033466063,-0.00450009743853845,0.7933494205517283,0.8326494314877964,0.025209603519699277,32.48154322133507,2.606588552922308e-08,0.028529968950612307,0.015362146198979052,0.013167813398946007,0.866349960475144,0.017065040245985597,0.011464928704626709,0.019650929302906812,0.019650929302879632,0.9999306040990011,1.8268255672604294
1125,15.562534550022514,-4.978471730036443,60.14587291007377,-412685.3912987642,1.8271405914449082e-05,28.4046860861535,25.612604728939203,27.567882749123488,88.13692088883856,413.3848543861851,363.4781701445838,-0.0045424576270034845,0.7972732954168913,0.8368033370300122,0.02536989445076615,32.475649874977314,2.6067056741480667e-08,0.028671010445771028,0.015438973441684984,0.013232027649938936,0.870658047355118,0.017152929825237754,0.011518080620533278,0.0197477517205964,0.019747751720521685,0.9947890012275806,1.8274883404007891
1130,15.566803038554173,-4.981563103086122,60.27203123282623,-412540.3751849087,1.829422981183867e-05,28.427583774312588,25.618386551819476,27.58661933499998,88.04053719587033,413.1997985710242,363.30142130418153,-0.004585033316628706,0.801200495754869,0.8409644393126084,0.02553012871745583,32.46906380636828,2.6068332283133695e-08,0.028812170523738707,0.015515848952830187,0.013296312215300124,0.8749718964076916,0.017240866219121916,0.011571304304616791,0.019844652537500035,0.019844652537425362,0.9896928388734322,1.8281519168173177
1135,15.571078037849169,-4.984661591511526,60.39773446288159,-412395.30054742674,1.831713192397537e-05,28.450522729704748,25.62415399015288,27.605389867825586,87.94394023062121,413.0144462182301,363.1244028672087,-0.004627824780650455,0.805131044921226,0.8451328618791617,0.02569030197489286,32.46179085701489,2.6069714104889363e-08,0.028953449538365806,0.015592772721629886,0.013360667459664778,0.8792916233650683,0.017328849119330966,0.011624600419034839,0.01994163196766538,0.019941631967591147,0.9846415064845891,1.828816306765373
1140,15.57535957101716,-4.98776717377478,60.52298679137682,-412250.16735672386,1.834011321542785e-05,28.473503861933942,25.629907548313913,27.624195133793812,87.84712915276458,412.82879674786165,362.94711387674437,-0.004670832294370634,0.809064966719556,0.8493087281401297,0.025850409893680135,32.4538367891212,2.6071204101011377e-08,0.029094847856685365,0.01566974474476932,0.013425093753380635,0.8836173439828786,0.017416878245379876,0.011677969611305489,0.020038690231780423,0.020038690231706492,0.9796344027762742,1.8294815217802112
1145,15.579647661411826,-4.990879828561414,60.64779235844703,-412104.97557933483,1.8363174605633903e-05,28.496528061430418,25.63564772224993,27.643035900096887,87.75010311588437,412.6428495602693,362.7695533657635,-0.004714056135218488,0.8130022853948109,0.8534921613335275,0.026010448159272247,32.44520728671998,2.6072804109372363e-08,0.029236365858931298,0.01574676502639798,0.013489591472532075,0.8879491739991388,0.017504953302109095,0.011731412556822196,0.020135827557202265,0.02013582755712705,0.9746709423927464,1.8301475687815651
1150,15.583942332635468,-4.993999534777887,60.77215525410521,-411959.725177949,1.838631704605055e-05,28.519596225646435,25.641374999655746,27.661912941159105,87.65286133530458,412.4566040370338,362.59172035694604,-0.004757496582768937,0.816943025627309,0.8576832844873274,0.026170412471518658,32.43590795677931,2.6074515911541413e-08,0.029378003938576935,0.01582383357812141,0.013554160998986847,0.8922872290949536,0.01759307399260845,0.01178492994596848,0.020233044177977014,0.02023304417790235,0.9697505450058066,1.8308144591739262
1155,15.588243608542085,-4.997126271549145,60.89607951910131,-411814.4161114345,1.8409541493958033e-05,28.54270924590414,25.647089860143865,27.680827025521257,87.55540292552544,412.2700595406839,362.41361386254977,-0.004801153918793866,0.8208872125267094,0.8618822203828814,0.026330298544153728,32.42594433032903,2.60763412329065e-08,0.029519762502368766,0.015900950418995023,0.013618802720435965,0.896631624856331,0.01768124006073434,0.011838522441634426,0.020330340334864888,0.020330340334790722,0.9648726421700731,1.8314822028174909
1160,15.592551513236938,-5.000260018216288,61.01956914575201,-411669.04833488347,1.8432848875089672e-05,28.565867999078293,25.652792775408336,27.699778907559153,87.4577270030084,412.0832154156876,362.235232884428,-0.004845028427275521,0.8248348716257328,0.8660890915191397,0.02649010210436004,32.4153218635984,2.6078281742831e-08,0.029661641970347152,0.015978115575507258,0.013683517030431335,0.9009824767368612,0.01776945125070771,0.011892190719639446,0.020427716275350064,0.020427716275276057,0.9600366788847045,1.8321508064311736
1165,15.596866071071132,-5.003400754334264,61.142628078736976,-411523.62179967144,1.8456240150172376e-05,28.58907336992543,25.65848420938515,27.718769349847978,87.35983272465909,411.8960709871382,362.0565764142545,-0.004889120394446775,0.828786028873628,0.870304020077448,0.026649818892307775,32.40404593917279,2.6080339054836087e-08,0.029803642775854646,0.016055329081558448,0.013748304328415084,0.905339900021047,0.017857707285069798,0.011945935490784852,0.020525172253646203,0.020525172253573844,0.9552421048498589,1.8328202810042904
1170,15.601187306655307,-5.006548459669516,61.26526021593927,-411378.1364534388,1.8479716267489e-05,28.612326235339125,25.664164618406417,27.737799107450687,87.26171925655197,411.70862556250677,361.87764343295606,-0.0049334301088351015,0.83274071063062,0.8745271278884372,0.026809444660658568,32.392121867131884,2.608251472681533e-08,0.029945765365575455,0.016132590978459146,0.01381316501976085,0.9097040097897895,0.017946007927624838,0.011999757437950611,0.020622708530729002,0.020622708530654163,0.9504883804924609,1.8334906364082617
1175,15.605515244846664,-5.0097031141978325,61.38746940918616,-411232.59224018245,1.8503278188958972e-05,28.635627469390833,25.669834451351214,27.75686893299248,87.16338567497414,411.5208784301245,361.69843291124994,-0.004977957861258276,0.8366989436609156,0.8787585363983553,0.02696897517418706,32.37955488623101,2.608481026127711e-08,0.03008801019951925,0.01620990131489226,0.013878099515795331,0.9140749208853971,0.018034352957264,0.012053657242255239,0.02072032537431881,0.02072032537424403,0.9457749761770203,1.834161881888459
1180,15.609849910763788,-5.012864698102061,61.509259465058655,-411086.98910023173,1.8526926847834052e-05,28.658977934416058,25.675494149791565,27.775979567778155,87.06483110030554,411.3328288599812,361.51894380903013,-0.005022703944925711,0.8406607551272337,0.8829983666379022,0.02712840620925172,32.366350165052985,2.6087227105611794e-08,0.030230377751056386,0.016287260146913264,0.013943108233833384,0.9184527478791438,0.01812274212619768,0.012107635624858702,0.020818023058917903,0.020818023058843355,0.9411013735628384,1.8348340246613235
1185,15.614191329767893,-5.016033191770058,61.63063414558518,-410941.3269703593,1.855066321788826e-05,28.682378502169193,25.681144148132116,27.795131762979086,86.96605466262825,411.14447610502754,361.33917507614393,-0.00506766865537684,0.8446261725835321,0.8872467391901071,0.027287733553399814,32.352512803212775,2.608976665238487e-08,0.03037286850688387,0.0163646675379063,0.014008191597187806,0.9228376050379757,0.018211175209963376,0.012161693296920498,0.020915801865787217,0.02091580186571277,0.9364670585324412,1.8355070760363952
1190,15.618539527492198,-5.019208575792409,61.75159716906287,-410795.605783698,1.857448826486485e-05,28.70583003578827,25.686784873751428,27.81432626162634,86.8670554242008,410.95581939834915,361.1591256511752,-0.005112852290616726,0.8485952239702329,0.8915037741619315,0.027446953004900902,32.338047832494794,2.6092430239659457e-08,0.030515482967077328,0.016442123558589518,0.014073350035216026,0.9272296062949457,0.018299651996235032,0.012215830970842301,0.02101366208298906,0.021013662082913265,0.9318715282954327,1.8361810449488292
1195,15.622894529811717,-5.022390830960522,61.872152210688334,-410649.8254698962,1.859840292475693e-05,28.729333386592245,25.692416747131393,27.833563795438888,86.7678324917702,410.76685795661353,360.97879446269593,-0.005158255151054894,0.85256793760638,0.8957695911533584,0.027606060372352567,32.322960218084596,2.60952191513358e-08,0.030658221645028773,0.01651962828695873,0.014138583983314199,0.9316288652172717,0.018388172270138316,0.01227004937489046,0.021111604005348825,0.02111160400527458,0.9273142909088362,1.8368559381660723
1200,15.627256362868941,-5.025579938264448,61.9923029033364,-410503.98595505074,1.862240819228434e-05,28.752889420864793,25.698040181990642,27.852845111634004,86.66838495440004,410.57759097749596,360.79818042820233,-0.005203877539593206,0.8565443421847493,0.900044309230788,0.02776505147418243,32.30725485972256,2.60981346175218e-08,0.030801085067486408,0.01659718180829061,0.014203893882953796,0.9360354949787049,0.018476735815683678,0.012324349251802723,0.021209627934497214,0.021209627934421882,0.9227948569011439,1.8375317677084826
1205,15.631625053060814,-5.028775878890926,62.112052838215845,-410358.08716178575,1.8646505008563434e-05,28.77649898312467,25.70365558540871,27.872170936226034,86.56871187708416,410.38801764106324,360.6172824546543,-0.005249719761638547,0.8605244667648456,0.9043280468986341,0.027923922138301957,32.2909365929076,2.6101177814910765e-08,0.030944073774514576,0.0166747842150954,0.014269280181688899,0.9404496083301781,0.01856534245027711,0.012378731324237472,0.02130773417884278,0.02130773417876916,0.9183127515297675,1.838208539594237
1210,15.636000627044984,-5.031978634221422,62.231405565561545,-410212.1290092684,1.867069437263781e-05,28.800162932866638,25.709263357949634,27.89154201079289,86.4688123047978,410.19813710993077,360.4360994382164,-0.0052957821251267976,0.8645083407670813,0.9086209220737521,0.02808266820161023,32.27401019008973,2.6104349867200023e-08,0.031087188319491837,0.016752435607100782,0.014334743333170306,0.9448713175733685,0.018653991994337815,0.012433196325154027,0.021405923053590088,0.021405923053516508,0.9138675024200392,1.8388862649170132
1215,15.640383111745459,-5.035188185830129,62.35036459531744,-410066.1114132096,1.86949772472896e-05,28.82388211645793,25.714863893782535,27.91095906439784,86.36868533789409,410.0079485278203,360.25463026402406,-0.005342064940588818,0.8684959939668031,0.9129230520600897,0.028241285509631186,32.256480361848176,2.6107651845514425e-08,0.031230429269099455,0.016830136091221647,0.01440028379716434,0.9493007345344897,0.018742684251189298,0.012487745017910163,0.021504194880735752,0.021504194880662564,0.9094586478649074,1.8395649521404032
1220,15.644772534341927,-5.038404515482144,62.4689333977543,-409920.03428594215,1.8719354607195656e-05,28.847657378288396,25.720457580795728,27.930422824764847,86.26832999901983,409.81745102189365,360.0728738066254,-0.0053885685211285325,0.8724874564875768,0.9172345535235477,0.02839976991607742,32.23835175810514,2.6111084768851583e-08,0.03137379720327943,0.01690788578152115,0.014465902039549795,0.9537379705384115,0.018831419061416572,0.012542378141862851,0.021602549989055975,0.021602549988983047,0.9050857345441129,1.8402446090035707
1225,15.649168922282998,-5.0416276051315405,62.587115404146,-409773.89753639814,1.874382743735476e-05,28.871489563206364,25.7260448007119,27.94993402073729,86.16774531196502,409.62664370099986,359.89082892943304,-0.0054352931824850625,0.8764827587957188,0.921555542469075,0.028558117282444815,32.21962896929498,2.611464960454668e-08,0.03151729271523296,0.016985684799190267,0.01453159853233688,0.958183136385012,0.01892019628657164,0.01259709642866132,0.02170098871411725,0.021700988714044307,0.9007483157467919,1.8409252440209145
1230,15.653572303278686,-5.044857436919568,62.70491400737408,-409627.7010701663,1.8768396732177516e-05,28.895379518092945,25.731625929197754,27.969493383875232,86.06693034841226,409.4355256564151,359.70849448503554,-0.005482239243075493,0.8804819316937835,0.9258861342177116,0.02871632347761695,32.200316527571424,2.6118347268759773e-08,0.03166091641137693,0.01706353327250658,0.014597373753664806,0.9626363423255769,0.01900901576463976,0.012651900646737177,0.021799511398260498,0.02179951139818785,0.8964459502933549,1.8416068673740722
1235,15.657982705312286,-5.048093993172795,62.822332562574275,-409481.44478947495,1.8793063482317294e-05,28.91932808286125,25.73720133597225,27.98910163947607,85.96588409936761,409.24409596119193,359.5258693147054,-0.0055294070239910635,0.8844850063151047,0.9302264433851775,0.028874384377452888,32.180418907973035,2.6122178626967128e-08,0.03180466891133467,0.017141431336812136,0.014663228187814814,0.967097698040752,0.01909787734529156,0.012706791566043117,0.02189811839061036,0.021898118390537808,0.8921782067209221,1.842289486857214
1240,15.662400156628953,-5.05133725640141,62.93937438770392,-409335.12859326677,1.881782867874497e-05,28.943336096249975,25.742771384909844,28.00875951238957,85.86460559492494,409.05235367178915,359.342952248872,-0.005576796849043834,0.888492014117134,0.9345765838604054,0.029032295864408718,32.15994052963124,2.6126144494478715e-08,0.03194855084787884,0.01721937913446587,0.014729162325200594,0.971567312618537,0.01918678091285069,0.01276176993502815,0.02199681004705118,0.0219968100469789,0.8879446599766937,1.8429731108206486
1245,15.666824685748963,-5.054587209297418,63.05604276417216,-409188.752377171,1.884269332738095e-05,28.96740439846408,25.748336434144502,28.02846772967787,85.76309383787265,408.8602978263002,359.15974210657276,-0.005624409044803845,0.8925029868761468,0.9389366687862079,0.02919005382713872,32.138885756929675,2.613024563696651e-08,0.03209256286691934,0.017297376814820523,0.014795176662379218,0.976045294534417,0.019275726346692165,0.012816836520227168,0.02209558673023529,0.022095586730164273,0.8837448912934415,1.8436577481700638
1250,15.671256321460135,-5.057843834732974,63.17234093739239,-409042.316033565,1.8867658435053155e-05,28.9915338276853,25.75389683616828,28.04822701714571,85.66134783495386,408.6679274453004,358.97623769576666,-0.005672243940612895,0.8965179566808729,0.9433068105395876,0.029347654160106446,32.11725890069664,2.613448277100513e-08,0.03223670562744864,0.01737542453417874,0.014861271702040501,0.9805317516312239,0.019364713507406768,0.012871992120041864,0.022194448809564518,0.022194448809494213,0.8795784888214611,1.8443434076417953
1255,15.67569509282887,-5.061107115758688,63.28827211738511,-408895.819451554,1.8892725022645376e-05,29.015725222978435,25.75945293792932,28.068038102264413,85.55936655190428,408.47524153163886,358.79243781287704,-0.005720301868637841,0.9005369559271706,0.947687120714025,0.02950509276320997,32.09506421935869,2.6138856564627875e-08,0.032380979801520014,0.017453522455764894,0.014927447953013276,0.9850267911009776,0.019453742297686788,0.012927237503833226,0.022293396661191633,0.022293396661121134,0.8754450471756884,1.8450300981061878
1260,15.680141029191482,-5.064377035601979,63.40383947930439,-408749.2625170344,1.891789407280853e-05,29.039979408928872,25.765005080926052,28.087901698827434,85.45714898192875,408.28223907066024,358.60834124315085,-0.005768583163863858,0.9045600173116755,0.9520777101014387,0.029662365541417123,32.07230592012496,2.61433676378937e-08,0.032525386074185016,0.017531670749677042,0.014993705930250983,0.9895305194664888,0.01954281262998497,0.012982573444200049,0.02239243066799612,0.022392430667926656,0.8713441710698676,1.8457178249180495
1265,15.684594160158868,-5.0676535776654745,63.51904616400177,-408602.6451126973,1.894316664434268e-05,29.064297234020692,25.77055360129986,28.107818545344898,85.3546941143648,408.08891903051,358.4239467604652,-0.005817088164156562,0.9085871738262579,0.9564786886757963,0.029819468404368367,32.04898816014408,2.6148016563466144e-08,0.032669925143455784,0.01760986959285429,0.015060046154826586,0.9940430425646314,0.019631924390743183,0.013038000752712605,0.022491551219581133,0.022491551219511643,0.867275464347279,1.8464066003984871
1270,15.68905451563108,-5.07093672552537,63.63389527859878,-408455.9671180002,1.896854376326687e-05,29.088679531623733,25.77609882992757,28.12778936604552,85.2520008933252,407.8952803605835,358.23925312672384,-0.005865817210279158,0.9126184587530408,0.9608901655782139,0.029976397266028357,32.02511504763137,2.6152803867207108e-08,0.032814597720282855,0.017688119169048708,0.01512646915393852,0.9985644655311096,0.019721077493421828,0.013093520226861022,0.022590758712274586,0.02259075871220595,0.8632385418232676,1.8470964322846792
1275,15.693522125777319,-5.0742264629299525,63.74838989695671,-408309.22840926953,1.8994026429540175e-05,29.113127124165132,25.781641092507247,28.14781487506459,85.14906827064142,407.7013219934476,358.0542590926857,-0.005914770645920977,0.9166539056576017,0.9653122491005434,0.030133148044311713,32.00069064305753,2.615773002877004e-08,0.032959404528464506,0.017766419668766596,0.015192975460878706,1.0030948927838366,0.019810271875645484,0.013149132652819025,0.022690053549092277,0.022690053549023308,0.8592330272204663,1.8477873255259638
